1,8,0.680375,0.823295,-0.444451,0,-0.211234,-0.604897,0.10794,0,0.566198,-0.329554,-0.0452059,0,0.59688,0.536459,0.257742,1,0.271423,-0.967399,-0.686642,0.434594,-0.514226,-0.198111,-0.716795,-0.725537,-0.740419,0.213938,0.608353,-0.782382
1,10,0.997849,0.22528,-0.012834,0,-0.563486,-0.407937,0.94555,0,0.0258648,0.275105,-0.414966,0,0.678224,0.0485743,0.542715,1,-0.433371,-0.860489,-0.615572,-0.295083,0.898654,0.326454,0.615449,0.0519907,0.780465,0.838053,-0.827888,-0.302214
1,8,-0.871657,-0.52344,-0.466668,0,-0.959954,0.941268,0.0795207,0,-0.0845965,0.804416,-0.249586,0,-0.873808,0.70184,0.520497,1,-0.124725,-0.431413,0.375723,0.86367,0.477069,-0.668052,0.86162,0.279958,-0.119791,0.441905,-0.291903,0.76015
1,7,0.658402,-0.29928,0.314608,0,-0.339326,0.37334,0.717353,0,-0.542064,0.912936,-0.12088,0,0.786745,0.17728,0.84794,1,-0.0350187,-0.70468,0.239193,-0.56835,0.762124,-0.437881,0.900505,0.282161,0.572004,0.840256,-0.136093,-0.385084
1,9,-0.105933,0.112888,-0.793658,0,-0.547787,-0.166997,-0.747849,0,-0.624934,-0.660786,-0.00911188,0,-0.447531,0.813608,0.52095,1,0.499542,0.168977,-0.74905,-0.262673,-0.511175,0.586941,-0.411679,-0.69522,-0.671796,-0.535477,0.464297,0.490143
1,8,-0.85094,-0.647579,0.313127,0,0.900208,-0.519875,0.93481,0,-0.894941,0.595596,0.278917,0,0.0431267,0.465309,0.51947,1,-0.860187,0.146637,0.999987,-0.59069,0.511162,-0.591343,-0.077159,-0.896122,0.779911,0.639355,-0.684386,-0.749063
1,9,0.995598,-0.991677,-0.673737,0,-0.891885,0.846138,-0.21662,0,0.74108,0.187784,0.826053,0,-0.855342,-0.639255,0.63939,1,0.374775,-0.39141,0.495619,-0.80072,0.984457,0.25782,0.0616159,0.153942,-0.929158,0.514588,0.755228,0.495606
1,9,0.666477,0.958868,0.333761,0,0.850753,0.487622,-0.00548297,0,0.746543,0.806733,-0.672064,0,0.662075,0.967191,0.660024,1,0.258959,-0.342446,-0.552687,-0.541726,-0.537144,0.302264,0.40124,-0.851678,0.021372,-0.366266,0.266144,0.942931
1,7,-0.439916,-0.0570331,-0.327298,0,0.0922137,0.18508,0.695369,0,0.438537,0.888636,-0.130973,0,-0.773439,-0.0981649,-0.993537,1,0.350952,0.424175,-0.172033,-0.0340995,-0.634888,0.391968,-0.0361283,0.243646,0.347873,-0.390089,-0.918271,0.27528
1,8,-0.305768,0.461459,0.841829,0,-0.630755,-0.343251,0.369513,0,0.218212,0.480877,0.306261,0,0.254316,-0.595574,-0.485469,1,0.37225,0.153381,0.551535,-0.81252,0.186423,-0.423241,-0.777449,0.333113,-0.340716,-0.276798,-0.422444,-0.620498
1,6,0.968726,-0.623598,0.529743,0,-0.992843,-0.127006,0.398151,0,0.654782,0.917274,-0.757714,0,-0.337042,0.837861,0.371572,1,0.723834,-0.405423,-0.00371218,-0.592904,0.809865,0.152399,0.587314,0.819286,-0.674487,0.0960841,0.747958,-0.452178
